mw,hydrophobic_ratio,boman_index,instability_index,charge_density,isoelectric_point,label
0.5682152584290767,0.5396842261841518,0.049776356527371314,0.0674264240511719,0.16763848396501457,0.8020517687782205,1
0.19258564185877147,0.43465649503814363,0.07622274822051686,0.06474243722401479,0.12390670553935859,0.7146122226797217,0
0.624095222246205,0.4054272296478888,0.017089481126796865,0.02139338359777005,0.016034985422740525,0.5642336224885024,1
0.33776529574884206,0.4631420132174504,0.0847776621033677,0.12239449776357532,0.1749271137026239,0.7948957017537738,0
0.3479091869234179,0.4427102148366943,0.14814896452563509,0.13416017981701578,0.17201166180758018,0.7575988722250525,1
0.3867942403986047,0.34592745277205206,0.2758232758766858,0.11846091244792684,-0.05830903790087464,0.33762692702263225,0
0.1349245448718688,0.21249920312798828,0.15740414189745972,0.03815137511862693,-0.0,0.47543111570161417,1
0.14861669717605538,0.3125013281200195,0.17633753717500483,0.19513749447844592,0.08017492711370264,0.7496765323711887,0
0.1356849453879196,0.3269193990522536,0.35808812807530965,0.18835524183097188,0.5189504373177842,0.7903294694014278,1
0.4372146438475113,0.5208355468666993,0.015459206684549103,0.04153056739152634,-0.13994169096209913,0.27393834923337823,1
0.21832557005323627,0.3035657366284877,0.29155461885658673,0.24673549090166053,0.4446064139941691,0.8791661723346197,1
0.10277270203339171,0.38636605112730826,0.006011584019749805,0.20822654061020068,-0.0,0.4710693623465535,1
0.15619516342432327,0.199218002932489,0.3969714027990193,0.12807667994141883,-0.15451895043731778,0.2776015241710924,0
0.3596224854469392,0.40865721753543427,0.13144861286789267,0.05663433032226425,0.22011661807580177,0.6683364621644067,0
0.10401422270261007,0.579538451730806,0.16100041032388457,0.2244789089496055,0.31486880466472306,0.5961630528086201,0
0.6759194420324361,0.47072823476911957,0.12562099637490717,0.10454338947200117,0.2099125364431487,0.8548952830254516,0
0.1364313406940323,0.49583501561869137,-0.0713827914910356,0.04634233910168499,0.26384839650145775,0.9072446978526215,1
0.3378336741267751,0.5607641471344482,0.08838071274276084,0.08076105791413982,0.00728862973760933,0.5463092587810818,1
0.5896102761992167,0.28460018274931465,0.17155353370251178,0.13087685931866014,-0.0991253644314869,0.29625866244216315,1
0.22119087123939515,0.2656240039099853,0.4338496858139842,0.09011617915951534,0.005830903790087464,0.533769741295685,0
0.6413372833517599,0.27890520410548464,-0.014040876397559758,0.020822921872397135,0.13119533527696792,0.708750724051057,0
0.1949055636932233,0.4619520176799337,0.006229462611355459,0.06414399625740648,0.1967930029154519,0.7667487839431646,1
0.63961711403701,0.38636605112730826,0.09369203327353683,0.1480971308638916,0.048104956268221574,0.5510290248515258,0
0.19096186134183094,0.7437472109479589,0.019202140466412786,0.07127541386078455,0.44023323615160354,0.957677732725712,1
0.1230646035619368,0.49038441105845854,-0.08353821268341648,-0.007210304498481733,0.10058309037900874,0.6115317779902436,1
0.23342153869474738,0.619785800803247,-0.05683664022733978,0.11907720750633943,-0.0,0.47543111570161417,0
0.15504508853764187,0.3320300048874817,0.22513725503494533,0.2953853774001449,-0.38775510204081637,0.2518232129024154,0
0.9051764903602963,0.3434305871352983,0.17949720064159735,0.11111348382594301,-0.00728862973760933,0.47648770683434405,1
0.1537228319523098,0.199218002932489,0.3889175248991994,0.081929138378209,-0.23469387755102042,0.27426216580245794,0
0.16490063715466857,0.8947385197305511,-0.27896344048099453,0.09683742249591605,0.0728862973760933,0.8549036575918934,0
0.11207792828343908,0.19318302556365413,0.3421160165350352,0.0566376192339124,0.01020408163265306,0.535405573273967,0
0.8950713194720201,0.4078284706432351,0.11346472740590527,0.10471126491941356,0.10495626822157435,0.70587126895618,1
0.1876475696017742,0.23610786459550775,0.1986154112225278,0.0033672112376097007,0.511661807580175,0.9636746201785179,1
0.3640893235813134,0.40865721753543427,0.17922845545272967,0.14163402010741916,0.21282798833819241,0.6170003698766845,0
0.14444149694274505,0.4553539174228097,0.026644771422467437,-0.05450196445518133,0.5816326530612245,0.9236016218743676,1
0.21295580779579415,0.4427102148366943,0.07467470811050937,0.1288940214704381,-0.11661807580174928,0.28218520353685855,1
0.17213885918502858,0.4473639473851973,0.10811356137394071,0.011919203750731225,0.20116618075801748,0.6295915305218053,1
0.2816727822750063,0.46041139845725576,0.07242810006477014,0.06218392237623491,0.02915451895043732,0.5201052403849509,1
0.39695213678311864,0.32886376676087464,0.20479824611972638,0.16494899732007734,-0.08746355685131195,0.3085427556510877,1
0.7836689366091245,0.2656240039099853,0.22946769801518538,0.20143514948679,0.0597667638483965,0.7428952271950088,0
0.1408833497825897,0.3794598270256487,0.2923015100597174,0.1576664072420143,0.5,0.7658966718077199,0
0.1181232359614247,0.5721116045814829,0.0044999983044467584,0.07040439259522216,0.31486880466472306,0.9565869454466784,1
0.10350097295017276,0.3269193990522536,0.03912828216718833,0.07040439259522216,-0.0,0.45362234892631076,0
0.098327283631864,0.5312480078199706,-0.17110929875309017,0.0037391871450163133,0.2434402332361516,0.8963403144649699,1
0.5358006119452907,0.4946131452007055,0.06320344265130269,0.1797438844626011,-0.027696793002915453,0.37885910489842345,0
0.16737296862668208,0.42499840625597657,0.19877564100390316,0.012200288235518398,0.6457725947521866,0.9582227774249604,1
0.3909669691242789,0.3622155166918124,0.08169514630928926,0.1833301372159781,0.2448979591836735,0.8985553872888038,0
0.6030074952588246,0.32043817335684993,0.17365941082915945,0.07895624415498734,0.1588921282798834,0.6698187604245904,1
0.4263474247714267,0.42499840625597657,0.08598150490523553,0.06095762817599333,0.13411078717201166,0.6357935948524331,1
0.23383263279822447,0.5509254340296224,0.008383663005402033,0.036665280390406965,0.15451895043731778,0.8000411749516717,0
0.19835084533799516,0.21249920312798828,0.1461566894662059,0.10030005915577443,-0.0,0.47543111570161417,1
0.28710762756686664,0.3187488046919824,0.18634130130320223,0.06732089697171816,0.1749271137026239,0.845498321597309,0
0.5463325298187396,0.35987802545740455,0.16684752567915384,0.14004397227889134,0.15451895043731778,0.8125471941713017,0
0.49981875610668347,0.3477230710384836,0.1917204439636609,0.21950280911816925,0.2186588921282799,0.8728447704321974,0
0.1510437176747397,0.4553539174228097,0.31706845626659524,0.22206865354047933,0.7157434402332362,0.9680363735335785,1
0.26569366157151636,0.4495208142969464,0.1475453475714591,0.06870571671340092,0.5014577259475219,0.9642203627583029,1
0.6229575048977043,0.43749335939990225,0.1816861598771063,0.21699217142709612,0.15160349854227403,0.8131431841497372,0
0.1004544278706973,0.48295756390913536,0.0861646246553788,0.10362207135044804,-0.239067055393586,0.23792003684809235,0
0.13858237617334826,0.49038441105845854,0.13225315288125364,0.022751328232842167,0.6064139941690961,0.8253253868002874,1
0.22005809690616673,0.415754690919909,0.18363604610548376,0.17620191455534395,0.2186588921282799,0.8447487979007753,0
0.6130854795631033,0.4668501243120338,0.05289617449277525,0.16842857187492372,0.052478134110787174,0.5665170876049438,0
0.17386479535092936,0.42499840625597657,0.13933208766688482,0.06255979799316719,0.20699708454810498,0.8465207165837352,0
0.15283061769566514,0.3320300048874817,0.11413192760665877,-0.013977874504669351,0.15743440233236153,0.7025486597204291,0
0.48471949212165744,0.4166684374933594,0.11280430941812003,0.04965150104870472,-0.07434402332361517,0.3336057393695347,1
0.1341007089931572,0.22768227119148304,0.20613095096799136,0.31474548534034585,-0.1793002915451895,0.28218520353685855,1
0.24869133670666663,0.7540321723793535,-0.048870083319486314,0.09338538083000994,0.1924198250728863,0.9467733493380602,0
0.3507019905522501,0.36349051191058035,0.21535730393470084,0.16333898109939998,0.3002915451895044,0.7250392557801956,1
0.43978501178909146,0.24147346947448947,0.4211711864464256,0.17086856844223963,0.4941690962099125,0.9145710477280499,1
0.39439495021559784,0.28977453834548117,0.24905388129092643,0.09340882607161609,0.08017492711370264,0.5426125855776008,0
0.18573791803492076,0.4553539174228097,0.13410978368131737,0.011164398527479079,-0.008746355685131196,0.4263617393974499,1
0.2891968753552792,0.5902802864489258,-0.06652672700575471,-0.007132498245776749,0.29008746355685133,0.9236016218743676,1
0.19176015830830245,0.40475785715803564,0.15098477732299273,0.17981621702663453,-0.01749271137026239,0.42036415406410726,0
0.20365634839689778,0.579538451730806,0.018381492697252186,0.0007261212152349999,0.17638483965014576,0.7460643027126616,1
0.17140317374533917,0.7727214772944601,-0.18940092712851278,0.07238809965580835,0.06997084548104957,0.8549036575918934,0
0.16109039621562748,0.5902802864489258,0.290505071399747,0.160621564834562,0.511661807580175,0.865415832117858,1
0.09229845267145259,0.579538451730806,-0.12169409506627916,0.01631640814763962,0.2594752186588921,0.729911857688201,1
0.7756909099596815,0.4125034531120508,0.12350579370542815,0.08637123641911476,-0.07725947521865889,0.2964631414394484,1
0.14245770014680756,0.4553539174228097,0.25009410320493475,0.15630719402673504,0.5029154518950437,0.8022562477755057,0
0.9764564182581802,0.3293737648483818,0.2976374161125034,0.15269007248831748,0.185131195335277,0.7860612320382997,1
0.11901215487455451,0.08853779298327631,0.6227622936087817,0.3569643749553794,0.6049562682215743,0.9710351662002498,0
0.17319748828917297,0.16775749590939035,0.2139966224579418,0.184352143018417,0.27405247813411077,0.7117153205714246,1
0.3163060187801627,0.4131940755222168,0.17650200583948536,0.0641925077042168,0.21574344023323616,0.6343287436056695,0
0.20044174079816518,0.7391253532799251,0.11444984383954641,0.1265822454729482,0.4198250728862974,0.9710351662002498,0
0.8407739443778969,0.401389744788457,0.1585715303046231,0.1140704268276711,-0.001457725947521866,0.4838140567097724,0
0.21194825651612986,0.2656240039099853,0.3300818273994622,0.08232850622119957,-0.22157434402332363,0.28998820581892787,1
0.38732314303273757,0.32886376676087464,0.24928701986171067,0.11796454520354169,0.22011661807580177,0.6733458486576268,0
0.1410382309277875,0.37499734375996086,0.07949177487122273,0.12347236807958076,0.08454810495626823,0.6988345395035277,0
0.7983950029410941,0.38530355511166836,0.13958472509995287,0.13008756750755446,0.13119533527696792,0.6779797754220432,1
0.13788870636347308,0.39144478208206723,0.05189325475009241,0.054526701769220684,-0.1749271137026239,0.25734344794858016,0
0.10120576619208228,0.619785800803247,0.047333912082173295,0.14110997902073738,0.23615160349854228,0.9456825620590267,0
0.11845359414878805,0.619785800803247,0.013706004632251459,0.10326790255039357,0.30320699708454807,0.9565869454466784,1
0.18758660574674954,0.7437472109479589,-0.15666911956702353,0.06255979799316719,0.24781341107871718,0.7277309810106706,1
0.770847578828736,0.41783718311056334,0.13362485545408612,0.15533111552624007,0.1282798833819242,0.8263052110739684,0
0.2985828375214403,0.5902802864489258,0.06370108752784946,0.18252806563389673,0.1982507288629738,0.8157162696889546,0
0.8562348723136772,0.4408189719288552,0.08608578142962267,0.044865147927141115,0.06705539358600583,0.5910175796107222,1
0.25734985179192543,0.4553539174228097,-0.02973237387627209,0.12867866823416196,0.09475218658892127,0.7504944483603296,0
0.1874045380175543,0.5059499776875837,-0.03205443404128333,0.03290029878117867,0.2565597667638484,0.912696540606179,1
